,Unnamed: 0.1,Unnamed: 0,listing_type,property_name,society,price,per_sqft,bedroom,bathroom,configuration,area,area_with_type,area_type,floor_number,facing,age_possession,furnish_details,balcony,additional_rooms,features,description,address,location,nearby_location,property_id,rating,reviews,link
638,807.0,1176.0,Individual,"4 BHK Flat in Sector 88A, Gurgaon","4 BHK Flat in Sector 88A, Gurgaon",₹2.7 Cr,"₹11,652 /sqft",4.0,4.0,4 BHK,2317.0,"2,317 sqft",Super Built-up,,North-East,Ready To Move,Semi Furnished,,,,4.5 bhk semi furnished nice green area and good amenities,Godrej Icon,Godrej Icon,North-East Facing Gated Society,,,,
639,808.0,1177.0,Individual,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.69 Cr,"₹17,933 /sqft",3.0,3.0,3 BHK,1500.0,"1,500 sqft",Carpet,24 floor,,Ready To Move,,3.0,,"Swimming Pool, Gym, Club House","The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 3 balconies. All in all, the flat is spread over a carpet area of 1500 sq.Ft. The flat has a total of 24 floors and this property is situated on 2nd floor. This is a ready to move project and the property is 1-5 years old. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool,...",Adani M2K Oyster Grande,Adani M2K Oyster Grande,Fitness Center/ Gym Club house,,,,
640,809.0,1178.0,Individual,"3 BHK Flat in Sector 70, Gurgaon","3 BHK Flat in Sector 70, Gurgaon",₹2.4 Cr,"₹12,307 /sqft",3.0,3.0,3 BHK,1950.0,"1,950 sqft",Super Built-up,,East,Ready To Move,,,,,1. 200 mtrs. Away from golf course ext. Road. 2. 500 mtrs. Approx. From sohna road / delhi-Mumbai expressway 3. 7 min. Approx. Drive from medicity. 4. 10 minute drive from mg road. 5. 15 min. Approx. Drive from international airport 6. 5 km approx. Drive from iffco chowk 7. Walking distance from proposed metro station. 8. Spacious enough to give the feeling of expansiveness 9. Fashioned accordi...,Shree Vardhman Victoria,Shree Vardhman Victoria,East Facing Shri Ram Global School within 500m,,,,
641,810.0,1179.0,Individual,"3 BHK Flat in Sector 67, Gurgaon","3 BHK Flat in Sector 67, Gurgaon",₹5.35 Cr,"₹19,734 /sqft",3.0,3.0,3 BHK,2711.0,"2,711 sqft",Super Built-up,11 floor,,Ready To Move,,3.0,,,"This beautiful 3 bhk flat in sector 67 gurgaon is situated in ireo victory valley, one of the popular residential society in gurgaon. This property faces the east direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 2711 sq.Ft. The residential building has 11 floors in total and the flat...",Ireo Victory Valley,Ireo Victory Valley,,,,,
642,811.0,1180.0,Individual,"2 BHK Flat in Sector 106, Gurgaon","2 BHK Flat in Sector 106, Gurgaon",₹2.25 Cr,"₹27,529 /sqft",2.0,2.0,2 BHK,817.0,817 sqft,Carpet,34 floor,,Ready To Move,,3.0,,,"This is a east-Facing property. Constructed on a carpet area of 76 sq.M., the flat comprises 2 bedroom(s), 2 bathrooms and more than 3 balconies. The residential building has 34 floors in total and the flat for sale is located on the 6th floor. This is a ready to move project and the property is 0-1 year old. The wood flooring of this flat is beautifully designed and helps to give it a pleasing...",Godrej Meridien,Godrej Meridien,,,,,
643,812.0,1181.0,Individual,"3 BHK Flat in Sector 106, Gurgaon","3 BHK Flat in Sector 106, Gurgaon",₹3.25 Cr,"₹16,233 /sqft",3.0,4.0,3 BHK,2002.0,"2,002 sqft",Carpet,34 floor,East,Ready To Move,,3.0,,,"This is a east-Facing property. Containing 3 bedroom(s), 4 bathrooms and more than 3 balconies, this flat is spread over a carpet area of 2002 sq.Ft. The residential building has 34 floors in total and the flat for sale is located on the 18th floor. As the project is already ready to move, so you can easily move into this 0-1 year old property. The floor of this flat is beautifully designed usi...",Godrej Meridien,Godrej Meridien,East Facing Yasvbhumi Nearby,,,,
644,813.0,1182.0,Individual,"3 BHK Flat in Sector 106, Gurgaon","3 BHK Flat in Sector 106, Gurgaon",₹2.95 Cr,"₹21,690 /sqft",3.0,3.0,3 BHK,1360.0,"1,360 sqft",Carpet,,North,Ready To Move,,3.0,,,"The flat is north-Facing. Containing 3 bedroom(s), 3 bathrooms and more than 3 balconies, this flat is spread over a carpet area of 1360 sq.Ft. This flat lies on the 9th level of a 34 storey building. This 0-1 year old property is available for immediate possession as the project is ready to move. The flat comes well built with wood flooring options. Moreover, this property offers close proximi...",Godrej Meridien,Godrej Meridien,North Facing Yasvhumi Nearby,,,,
645,814.0,1183.0,Individual,"3 BHK Flat in Sector 86, Gurgaon","3 BHK Flat in Sector 86, Gurgaon",₹2.34 Cr,"₹16,137 /sqft",3.0,3.0,3 BHK,1929.0,"1,929 sqft",Super Built-up,,West,Ready To Move,,1.0,,,"Located in the popular residential address of sector 86 gurgaon, dlf the skycourt is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This is a north-West-Facing property. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1929 sq...",DLF The Skycourt,DLF The Skycourt,St.xavier school within 1km Silver streak hospital Nearby,,,,
646,815.0,1184.0,Individual,"3 BHK Flat in Sector 69, Gurgaon","3 BHK Flat in Sector 69, Gurgaon",₹2.38 Cr,"₹14,800 /sqft",3.0,3.0,3 BHK,1608.0,"1,608 sqft",Super Built-up,,East,Ready To Move,,,,,1608 sqft. Spacious apartment with 3 bedrooms and 3 attached bathrooms.,Tulip Violet,Tulip Violet,East Facing The Vivekananda School Nearby,,,,
647,816.0,1185.0,Individual,"3 BHK Flat in Sector 59, Gurgaon","3 BHK Flat in Sector 59, Gurgaon",₹6.6 Cr,"₹25,433 /sqft",3.0,3.0,3 BHK,2595.0,"2,595 sqft",Super Built-up,,North-East,Ready To Move,,,,Garden,"We specialize in sale purchase of elevate. Multiple options available with best price guaranteed in the market. Call now for best deals and professional services! Situated in sector 59 gurgaon, conscient elevate is a well planned society that offers a pleasant living experience to its residents. This 4 bhk flat in gurgaon is your opportunity to be a part of this community. The flat is over 2595...",Conscient Elevate,Conscient Elevate,North-East Facing Private Garden,,,,
648,817.0,1186.0,Individual,"2 BHK Flat in Sector 104, Gurgaon","2 BHK Flat in Sector 104, Gurgaon",₹1.7 Cr,"₹15,468 /sqft",2.0,2.0,2 BHK,1099.0,"1,099 sqft",Super Built-up,,North-East,Ready To Move,,,,"Swimming Pool, Gym, Garden, Squash Court, Amphitheatre","1099 sqft. 2 bhk flat available for sale in hero homes sector 104 main dwarka expressway gurgaon brand new flat club facing and park facing vaastu perfect ultra high and specious modular kitchen swimming pool & toddler pool Gymnasium & fitness centre Tennis & squash courts Cricket pitch & multi-Purpose court Jogging & cycling tracks Amphitheatre & banquet hall Bar/chill-Out lounge, barbeque pit...",Hero Homes,Hero Homes,North-East Facing Private Garden,,,,
649,818.0,1187.0,Individual,"2 BHK Flat in Sector 81, Gurgaon","2 BHK Flat in Sector 81, Gurgaon",₹1.2 Cr,"₹9,600 /sqft",2.0,2.0,2 BHK,1250.0,"1,250 sqft",Super Built-up,,East,Ready To Move,Semi Furnished,,,"Swimming Pool, Gym, Garden, Play Area, Badminton Court","Available for sale 1257sqft ready to move apartment in vipul lavanya sector 81 gurgaon haryana. 2bhk semi furnished flat modular kitchen, bordrobs, geyer, light, fan, chemny. All amenities in this society swimming pool table, gym, park, yoga, kid's play area, badminton court, basketball court, tt room. Connectivity- Nh8 Dwarka express way Nearby by school Dps school Rps school St.Xavier school ...",Vipul Lavanya,Vipul Lavanya,East Facing Private Garden,,,,
650,819.0,1188.0,Individual,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.65 Cr,"₹15,661 /sqft",3.0,3.0,3 BHK,1692.0,"1,692 sqft",Super Built-up,26 floor,North-East,Ready To Move,,3.0,,,"This 3 bhk flat is located in shapoorji pallonji joyville gurugram, which houses some of the most spacious flats in sector 102 gurgaon. This property faces the north-East direction. The flat occupies a super built up area of 1692 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. The residential building has 26 floors in total and the flat for sale is located on the 12th floor. As...",Shapoorji Pallonji Joyville Gurugram,Shapoorji Pallonji Joyville Gurugram,North-East Facing DELHI PUBLIC SCHOOL within 250m,,,,
651,820.0,1189.0,Individual,"3 BHK Flat in Sector 67, Gurgaon","3 BHK Flat in Sector 67, Gurgaon",₹4.65 Cr,"₹19,286 /sqft",3.0,3.0,3 BHK,2411.0,"2,411 sqft",Super Built-up,,East,Ready To Move,,3.0,,,"3 bhk apartment for sale in ireo victory valley, a popular residential project that houses in-Demand flats in sector 67 gurgaon. The flat occupies a super built up area of 2411 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. This flat lies on the 36th level of a 51 storey building. Being a ready to move project, you can expect immediate possession of this 5-10 years old propert...",Ireo Victory Valley,Ireo Victory Valley,East Facing Gated Society,,,,
652,821.0,1190.0,Individual,"2 BHK Flat in Sohna, Gurgaon","2 BHK Flat in Sohna, Gurgaon",₹85 Lac,"₹10,340 /sqft",2.0,2.0,2 BHK,822.0,822 sqft,Super Built-up,,,Ready To Move,,,,,"2 bhk at prime location, premium property.",Signature Global Park,Signature Global Park,,,,,
653,822.0,1191.0,Individual,"4 BHK Flat in Sector 65, Gurgaon","4 BHK Flat in Sector 65, Gurgaon",₹12.9 Cr,"₹22,000 /sqft",4.0,5.0,4 BHK,5163.0,"5,163 sqft",Super Built-up,40 floor,,Ready To Move,,3.0,,,"M3m golfestate is one of the most popular destination for buying apartments/ flats in sector 65 gurgaon. You too can be a part of this society by purchasing this 4 bhk flat here. The flat occupies a super built up area of 5163 sq.Ft. That consists of 4 bedrooms, 5 bathrooms and 3 balconies. The flat has a total of 40 floors and this property is situated on 4th floor. An added advantage of this ...",M3M Golfestate,M3M Golfestate,Recently Renovated Gated Society,,,,
654,823.0,1192.0,Individual,"4 BHK Flat in Sector 42, Gurgaon","4 BHK Flat in Sector 42, Gurgaon",₹65 Cr,"₹87,837 /sqft",4.0,8.0,4 BHK,7400.0,"7,400 sqft",Super Built-up,8th floor,North-East,Ready To Move,,3.0,,Garden,"The flat is north-East-Facing. Constructed on a super built up area of 7400 sq.Ft., the flat comprises 4 bedroom(s), 8 bathrooms and more than 3 balconies. The property is located on the 8th floor of a 38 floors tall building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The marble flooring of this flat is beautifully designed and helps to g...",DLF The Camellias,DLF The Camellias,North-East Facing Private Garden,,,,
655,824.0,1193.0,Individual,"3 BHK Flat in Sector 89, Gurgaon","3 BHK Flat in Sector 89, Gurgaon",₹1.57 Cr,"₹8,219 /sqft",3.0,3.0,3 BHK,1910.0,"1,910 sqft",Super Built-up,14 floor,North-East,Ready To Move,,3.0,,Garden,"This 3 bhk flat is located in greenopolis, which houses some of the most spacious flats in sector 89 gurgaon. This is a north-East-Facing property. The flat is over 1910 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The flat has a total of 14 floors and this property is situated on 5th floor. An added advantage of this 1-5 years old flat is that it is avai...",Greenopolis,Greenopolis,North-East Facing Private Garden,,,,
656,825.0,1194.0,Individual,"2 BHK Flat in Sector 104, Gurgaon","2 BHK Flat in Sector 104, Gurgaon",₹1.73 Cr,"₹15,741 /sqft",2.0,2.0,2 BHK,1099.0,"1,099 sqft",Super Built-up,,North-East,Ready To Move,,,,Garden,1099 sqft. 2 bhk flat available for sale in hero homes sector 104 gurgaon haryana park facing and club facing sun facing unit middle floor ultra high and specious wooden and italian flooring vaastu perfects near to hdfc school manav rachana school play school maurya school near to park hospital columbia hospital and near to medanta forties artemis hospital near to igi airport and gurgaon railwa...,Hero Homes,Hero Homes,North-East Facing Private Garden,,,,
657,826.0,1195.0,Individual,"4 BHK Flat in Sector 92, Gurgaon","4 BHK Flat in Sector 92, Gurgaon",₹2.9 Cr,"₹11,717 /sqft",4.0,5.0,4 BHK,2475.0,"2,475 sqft",Super Built-up,,North-East,Ready To Move,,3.0,,,"The flat is north-East-Facing. The flat is over 2475 sq.Ft. Super built up area and comes with 4 bedroom(s), 5 bathrooms and more than 3 balconies. This flat lies on the 12th level of a 19 storey building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The flat comes well built with marble flooring options....",Bestech Park View Sanskruti,Bestech Park View Sanskruti,North-East Facing Sri Chaitanya Techno School Nearby,,,,
658,827.0,1196.0,Individual,"3 BHK Flat in Sector 85, Gurgaon","3 BHK Flat in Sector 85, Gurgaon",₹2.95 Cr,"₹13,856 /sqft",3.0,3.0,3 BHK,2129.0,"2,129 sqft",Super Built-up,14th floor,North-East,Ready To Move,,3.0,,,"This is a north-East-Facing property. The flat is over 2129 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and more than 3 balconies. This flat is situated on the 14th floor of this 32 floors tall residential building. This is a ready to move project and the property is 1-5 years old. The well built marble flooring enhances the aesthetic appeal of this flat. Proximity to la...",Godrej Air,Godrej Air,North-East Facing RPS Nearby,,,,
659,828.0,1197.0,Individual,"3 BHK Flat in Sector 92, Gurgaon","3 BHK Flat in Sector 92, Gurgaon",₹2.3 Cr,"₹11,528 /sqft",3.0,4.0,3 BHK,1995.0,"1,995 sqft",Super Built-up,,North-East,Ready To Move,,3.0,,,"Bestech park view sanskruti is one of gurgaon's most sought after destination for apartments and this 3 bhk flat in sector 92 gurgaon is your opportunity to be a part of this community. This property faces the north-East direction. Constructed on a super built up area of 1995 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and more than 3 balconies. This flat lies on the 10th level of a 19...",Bestech Park View Sanskruti,Bestech Park View Sanskruti,North-East Facing Yaduvanshi Shiksha Niketan Nearby,,,,
660,829.0,1198.0,Individual,"3 BHK Flat in Sikandarpur Badha, Gurgaon","3 BHK Flat in Sikandarpur Badha, Gurgaon",₹2.59 Cr,"₹14,160 /sqft",3.0,3.0,3 BHK,1829.0,"1,829 sqft",Super Built-up,,North-East,Ready To Move,,3.0,,,"The flat is north-East-Facing. The flat is over 1829 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and more than 3 balconies. This flat lies on the 12th level of a 32 storey building. As the project is already ready to move, so you can easily move into this 1-5 years old property. The marble flooring of this flat is beautifully designed and helps to give it a pleasing look...",Godrej Air,Godrej Air,North-East Facing RPS Nearby,,,,
661,830.0,1199.0,Individual,"3 BHK Flat in Sector 102, Gurgaon","3 BHK Flat in Sector 102, Gurgaon",₹2.45 Cr,"₹12,687 /sqft",3.0,4.0,3 BHK,1931.0,"1,931 sqft",Super Built-up,12th floor,East,Ready To Move,,3.0,,Garden,"This 3 bhk flat is located in conscient heritage max, which houses some of the most spacious flats in sector 102 gurgaon. This is a east-Facing property. Constructed on a super built up area of 1931 sq.Ft., the flat comprises 3 bedroom(s), 4 bathrooms and more than 3 balconies. The property is located on the 12th floor of a 25 floors tall building. This 1-5 years old property is available for i...",Conscient Heritage Max,Conscient Heritage Max,East Facing Private Garden,,,,
662,831.0,1200.0,Individual,"5 BHK Flat in Sector 85, Gurgaon","5 BHK Flat in Sector 85, Gurgaon",₹5.82 Cr,"₹11,757 /sqft",5.0,7.0,5 BHK,4950.0,"4,950 sqft",Super Built-up,26 floor,East,Ready To Move,,3.0,,,"Looking for a 5 bhk property for sale in gurgaon? Buy this 5 bhk flat in ss the leaf that is situated in sector 85 gurgaon. This property faces the north-East direction. The flat is over 4950 sq.Ft. Super built up area and comes with 5 bedroom(s), 7 bathrooms and more than 3 balconies. The flat has a total of 26 floors and this property is situated on 10th floor. Being a ready to move project, ...",SS The Leaf,SS The Leaf,,,,,
663,832.0,1201.0,Individual,"3 BHK Flat in Sector 99, Gurgaon","3 BHK Flat in Sector 99, Gurgaon",₹2.05 Cr,"₹11,000 /sqft",3.0,3.0,3 BHK,1865.0,"1,865 sqft",Super Built-up,,North-East,Ready To Move,,,,,This is the mid rise property. It is bang on dwarka expressway. Already ready to move and you can see physically.,Pareena Express Heights,Pareena Express Heights,North-East Facing Close to Metro Station,,,,
664,833.0,1202.0,Individual,"4 BHK Flat in Sector 54, Gurgaon","4 BHK Flat in Sector 54, Gurgaon",₹11.5 Cr,"₹28,395 /sqft",4.0,6.0,4 BHK,4050.0,"4,050 sqft",Super Built-up,,,Ready To Move,,,,Parking,It is 4 bhk two side open with 3 covered parking with huge balcony one side and another side huge balcony with huge splash pool. Apartment have full sun light and ventilated all areas. No need to book party area for 50-100 persons gathering if you buy this apartment.,La Lagune,La Lagune,,,,,
665,834.0,1203.0,Individual,"3 BHK Flat in Sector-33 Sohna, Gurgaon","3 BHK Flat in Sector-33 Sohna, Gurgaon",₹1.78 Cr,"₹14,412 /sqft",3.0,2.0,3 BHK,1235.0,"1,235 sqft",Carpet,,East,Ready To Move,,,,,"Premium 3 bhk flamingo floor for sale in central park flower valley, sohna Discover modern, independent living at central park flamingo floor, perfectly situated within the internationally designed central park flower valley township on sohna road, south gurugram. This elegant 3 bhk builder floor residence features spacious layouts with thoughtful planning and quality finishes ideal for familie...",Central Park Flower Valley Flamingo Floors,Central Park Flower Valley Flamingo Floors,East Facing Top Floor,,,,
666,835.0,1204.0,Individual,"2 BHK Flat in Sector 49, Gurgaon","2 BHK Flat in Sector 49, Gurgaon",₹2.55 Cr,"₹21,250 /sqft",2.0,2.0,2 BHK,1200.0,"1,200 sqft",Carpet,,East,Ready To Move,,,,,"It is very nice park facing apartment to live. Both side open, east & west. Full sun light on both side of apartment.",Vatika City,Vatika City,East Facing Top Floor,,,,
667,836.0,1205.0,Individual,"4 BHK Flat in Sector 84, Gurgaon","4 BHK Flat in Sector 84, Gurgaon",₹3.2 Cr,"₹11,428 /sqft",4.0,4.0,4 BHK,2800.0,"2,800 sqft",Super Built-up,4 floor,,Ready To Move,,2.0,,,"The flat is facing the south direction. Containing 4 bedroom(s), 4 bathrooms and 2 balconies, this flat is spread over a super built up area of 2800 sq.Ft. The flat has a total of 4 floors and this property is situated on top floor. This 0-1 year old property is available for immediate possession as the project is ready to move. The flat comes well built with marble flooring options. Ss linden ...",SS Linden Floors,SS Linden Floors,,,,,
668,837.0,1206.0,Individual,"3 BHK Flat in Sector 83, Gurgaon","3 BHK Flat in Sector 83, Gurgaon",₹2.55 Cr,"₹20,432 /sqft",3.0,4.0,3 BHK,1850.0,"1,850 sqft",Super Built-up,,,Ready To Move,,,Servant Room,"Swimming Pool, Gym, Garden, Play Area, Badminton Court","Available for sale ready to move apartment in emaar palm garden sector 83 gurgaon haryana. 1850 sq.Ft 3bhk +servant room All amenities in this society swimming pool, pool table, gym, park, yoga, badminton court, basketball court, tt room, kid's play area etc. Prime location nh8 and dwarka expressway. Nearby school, hospital, mall and market. Best deal call for more details.",Emaar Palm Gardens,Emaar Palm Gardens,,,,,
669,838.0,1207.0,Individual,"3 BHK Flat in Sector 49, Gurgaon","3 BHK Flat in Sector 49, Gurgaon",₹5.25 Cr,"₹23,318 /sqft",3.0,4.0,3 BHK,2251.0,"2,251 sqft",Super Built-up,,,Ready To Move,,,,,"Its a duplex apartment, well maintained and very well furnished.",Vatika City,Vatika City,,,,,
670,839.0,1208.0,Individual,"3 BHK Flat in Sector 82, Gurgaon","3 BHK Flat in Sector 82, Gurgaon",₹2.34 Cr,"₹10,173 /sqft",3.0,5.0,3 BHK,2300.0,"2,300 sqft",Super Built-up,7th floor,,Ready To Move,,3.0,,,"For more info:- Sandeep 94679-16922 Mapsko royale ville is one of the most popular destination for buying apartments/ flats in sector 82 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. The flat occupies a super built up area of 2300 sq.Ft. That consists of 3 bedrooms, 5 bathrooms and more than 3 balconies. This flat is situated on the 7th floor of this 18 floo...",Mapsko Royale Ville,Mapsko Royale Ville,,,,,
671,840.0,1209.0,Individual,"3 BHK Flat in Sector 106, Gurgaon","3 BHK Flat in Sector 106, Gurgaon",₹2.9 Cr,"₹26,165 /sqft",3.0,3.0,3 BHK,1108.0,"1,108 sqft",Carpet,,North-East,Ready To Move,,3.0,,,"Located in the popular residential address of sector 106 gurgaon, godrej meridien is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. The flat is facing the north-East direction. Containing 3 bedroom(s), 3 bathrooms and more than 3 balconies, this flat is spread over a carpet area of 103 sq.M. This flat lies on the 1...",Godrej Meridien,Godrej Meridien,North-East Facing Yashobhumi metro station Nearby,,,,
672,841.0,1210.0,Individual,"3 BHK Flat in Sector 112, Gurgaon","3 BHK Flat in Sector 112, Gurgaon",₹5.35 Cr,"₹19,093 /sqft",3.0,3.0,3 BHK,2802.0,"2,802 sqft",Super Built-up,,North-East,Ready To Move,,3.0,,,"Situated in sector 112 gurgaon, experion windchants is a well planned society that offers a pleasant living experience to its residents. This 3 bhk flat in gurgaon is your opportunity to be a part of this community. This is a north-East-Facing property. Containing 3 bedroom(s), 3 bathrooms and 3 balconies, this flat is spread over a super built up area of 2802 sq.Ft. The property is located on ...",Experion Windchants,Experion Windchants,North-East Facing Yashobhumi metro station Nearby,,,,
673,842.0,1211.0,Individual,"3 BHK Flat in Sector 52, Gurgaon","3 BHK Flat in Sector 52, Gurgaon",₹2.4 Cr,"₹17,777 /sqft",3.0,3.0,3 BHK,1350.0,"1,350 sqft",Super Built-up,3rd floor,,Ready To Move,,3.0,,"Swimming Pool, Gym, Club House","Constructed on a super built up area of 1350 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. This flat is situated on the 3rd floor of this 16 floors tall residential building. As the project is already ready to move, so you can easily move into this 10+ years old property. Many of the modern amenities being offered, like swimming pool, fitness centre / gym, club house, pa...",Ansal API Sushant Estate,Ansal API Sushant Estate,,,,,
674,843.0,1212.0,Individual,"2 BHK Flat in Sector 81, Gurgaon","2 BHK Flat in Sector 81, Gurgaon",₹1.18 Cr,"₹14,824 /sqft",2.0,2.0,2 BHK,1250.0,"1,250 sqft",Super Built-up,,East,Ready To Move,,,,"Parking, Club House",Park facing unit east facing sun facing corner premium location vastu perfect semifinished flat basement covered parking all amanties club house spaces layout,Vipul Lavanya,Vipul Lavanya,East Facing Top Floor,,,,
675,844.0,1213.0,Individual,"4 BHK Flat in Sector 104, Gurgaon","4 BHK Flat in Sector 104, Gurgaon",₹3.9 Cr,"₹12,380 /sqft",4.0,4.0,4 BHK,3150.0,"3,150 sqft",Super Built-up,11th floor,North-East,Ready To Move,,3.0,,,"Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in ats triumph that is situated in sector 104 gurgaon. This residential flat is north-East-Facing direction. Constructed on a super built up area of 3150 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and more than 3 balconies. This flat is situated on the 11th floor of this 27 floors tall residential building. An added...",ATS Triumph,ATS Triumph,North-East Facing YASHOBHOOMI Nearby,,,,
676,845.0,1214.0,Individual,"3 BHK Flat in Sector 59, Gurgaon","3 BHK Flat in Sector 59, Gurgaon",₹5.27 Cr,"₹22,962 /sqft",3.0,3.0,3 BHK,2295.0,"2,295 sqft",Built-up,33 floor,East,Ready To Move,,3.0,,Garden,"This residential flat is east-Facing direction. The flat occupies a built up area of 2295 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and more than 3 balconies. The residential building has 33 floors in total and the flat for sale is located on the 9th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The flat comes well built with mar...",Conscient Elevate,Conscient Elevate,East Facing Private Garden,,,,
677,846.0,1215.0,Individual,"2 BHK Flat in Sector 107, Gurgaon","2 BHK Flat in Sector 107, Gurgaon",₹1.55 Cr,"₹14,678 /sqft",2.0,2.0,2 BHK,1534.0,"1,534 sqft",Super Built-up,14 floor,,Ready To Move,,3.0,,,"This is a south-Facing property. The flat is over 1534 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 3 balconies. The flat has a total of 14 floors and this property is situated on 3rd floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The well built vitrified flooring enhances ...",M3M Woodshire,M3M Woodshire,DPS School Nearby Manipal hospital Nearby,,,,
678,847.0,1216.0,Individual,"2 BHK Flat in Sector 62, Gurgaon","2 BHK Flat in Sector 62, Gurgaon",₹3.5 Cr,"₹23,205 /sqft",2.0,2.0,2 BHK,1508.0,"1,508 sqft",Super Built-up,18th floor,East,Ready To Move,,3.0,,Garden,"This lovely 2 bhk apartment/flat in sector 62 gurgaon is available for sale in one of gurgaon's most popular projects, emaar digihomes. The flat is facing the east direction. The flat is over 1508 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 3 balconies. This flat is situated on the 18th floor of this 32 floors tall residential building. Being a ready to move project,...",Emaar Digihomes,Emaar Digihomes,East Facing Private Garden,,,,
679,848.0,1217.0,Individual,"4 BHK Flat in Sector 60, Gurgaon","4 BHK Flat in Sector 60, Gurgaon",₹5.8 Cr,"₹26,363 /sqft",4.0,4.0,4 BHK,2800.0,"2,800 sqft",Super Built-up,39 floor,North-East,Ready To Move,,3.0,,Garden,"This 4 bhk apartment is available for sale in ireo skyon, one of the most prominent projects for flats in sector 60 gurgaon. The flat is facing the north-East direction. Containing 4 bedroom(s), 5 bathrooms and 3 balconies, this flat is spread over a super built up area of 2800 sq.Ft. The residential building has 39 floors in total and the flat for sale is located on the 14th floor. This 5-10 y...",Ireo Skyon,Ireo Skyon,North-East Facing Private Garden,,,,
680,849.0,1218.0,Individual,"4 BHK Flat in Sector 62, Gurgaon","4 BHK Flat in Sector 62, Gurgaon",₹11 Cr,"₹25,363 /sqft",4.0,4.0,4 BHK,4337.0,"4,337 sqft",Super Built-up,27 floor,North-East,Ready To Move,,3.0,,Garden,"Looking for a 4 bhk property for sale in gurgaon? Buy this 4 bhk flat in pioneer urban presidia that is situated in sector 62 gurgaon. The flat is facing the north direction. The flat is over 4337 sq.Ft. Super built up area and comes with 4 bedroom(s), 4 bathrooms and 3 balconies. The flat has a total of 27 floors and this property is situated on 10th floor. An added advantage of this 5-10 year...",Pioneer Urban Presidia,Pioneer Urban Presidia,North-East Facing Private Garden,,,,
681,850.0,1219.0,Individual,"3 BHK Flat in Sector 83, Gurgaon","3 BHK Flat in Sector 83, Gurgaon",₹2.5 Cr,"₹13,157 /sqft",3.0,4.0,3 BHK,1900.0,"1,900 sqft",Super Built-up,,North,Ready To Move,,,,Garden,All type of flats available in palm garden.,Emaar Palm Gardens,Emaar Palm Gardens,North Facing Private Garden,,,,
682,851.0,1220.0,Individual,"3 BHK Flat in Sector-33 Sohna, Gurgaon","3 BHK Flat in Sector-33 Sohna, Gurgaon",₹2.72 Cr,"₹15,204 /sqft",3.0,3.0,3 BHK,1789.0,"1,789 sqft",Super Built-up,10th floor,,Ready To Move,,3.0,,,"This is a east-Facing property. The flat is over 1789 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and more than 3 balconies. This flat is situated on the 10th floor of this 11 floors tall residential building. This is a ready to move project and the property is 1-5 years old. The floor of this flat is beautifully designed using wood flooring, giving the flat an alluring ...",Central Park Flower Valley Aqua Front Towers,Central Park Flower Valley Aqua Front Towers,,,,,
683,852.0,1221.0,Individual,"4 BHK Flat in Sector 89 A, Gurgaon","4 BHK Flat in Sector 89 A, Gurgaon",₹2.79 Cr,"₹17,116 /sqft",4.0,4.0,4 BHK,2505.0,"2,505 sqft",Super Built-up,,North,Ready To Move,,,,"Swimming Pool, Gym, Play Area","Vatika seven elements in sector 89a, gurgaon, is a thoughtfully designed residential community that blends modern architecture with functional layouts. Offering spacious 2 bhk, 3 bhk, and 4 bhk apartments, the project is planned around open green landscapes, ensuring natural light, ventilation, and serene living. With premium amenities such as a clubhouse, swimming pool, gym, kids play areas, a...",Vatika Seven Elements,Vatika Seven Elements,North Facing Newly Constructed,,,,
